# itemID AegisName type
1275 Katar_Of_Cold_Icicle_ Katar
1276 Katar_Of_Thornbush_ Katar
1277 Katar_Of_Raging_Blaze_ Katar
1278 Katar_Of_Piercing_Wind_ Katar
1279 BF_Katar1 Katar
1280 BF_Katar2 Katar
1281 Krieger_Katar1 Katar
1282 Krieger_Katar2 Katar
1283 Katar_Of_Speed Katar
1284 Krishna Katar
1285 Cakram Katar
1286 Jamadhar_C Katar
1287 Durga Katar
1288 Bloody_Fear_C Katar
1289 P_Katar1 Katar
1290 Agent_Katar Katar
1291 Guillotine_Katar Katar
1292 Upg_Katar Katar
1293 Velum_Jamadhar Katar
1294 Velum_Scare Katar
1295 Blood_Tears_ Katar
1296 Metal_Katar Katar
1297 Inverse_Scale_ Katar
1298 Shiver_Katar Katar
1299 TE_Woe_Katar Katar
1300 Cleaver_ 1hAxe
1301 Axe 1hAxe
1302 Axe_ 1hAxe
1303 Axe__ 1hAxe
1304 Orcish_Axe 1hAxe
1305 Cleaver 1hAxe
1306 War_Axe 1hAxe
1307 Windhawk 1hAxe
1308 Golden_Axe 1hAxe
1309 Orcish_Axe_ 1hAxe
1310 Krieger_Onehand_Axe1 1hAxe
1311 Vecer_Axe 1hAxe
1312 Orcish_Axe_C 1hAxe
1313 Tourist_Axe 1hAxe
1314 F_Tomahawk_C 2hAxe
1315 F_Right_Epsilon_C 2hAxe
1316 Adventure_Axe 1hAxe
1317 Academy_Axe 1hAxe
1318 Dofle_Axe 1hAxe
1319 TE_Woe_Axe 1hAxe
1320 Diva_Axe 1hAxe
1321 Dofle_Axe_ 1hAxe
1322 Ru_Blue_Axe 1hAxe
1323 Ru_Gold_Axe 1hAxe
1324 War_Axe_S 1hAxe
1325 Mirage_Axe 1hAxe
1326 War_Axe_IL 1hAxe
1327 Axe_Z 1hAxe
1328 Blut_Axe 1hAxe
1329 Woe_One_Hand_Axe1_Z 1hAxe
1330 Sunset_Buster 1hAxe
1331 Variant_Axe 1hAxe
1332 Octopus_Axe 1hAxe
1333 Golden_Wrench 1hAxe
1334 Ein_1HAXE 1hAxe
1335 Cancer_Axe_J 1hAxe
1336 G_Knight_Axe 1hAxe
1337 Golden_Wrench_J 1hAxe
1339 Hauyne_Huuma_EXE Huuma
1340 Arcanite_Hammer_EXE Mace
1341 Destruction_Axe 1hAxe
1350 Comp_Avenger 2hAxe
1351 Battle_Axe 2hAxe
1352 Battle_Axe_ 2hAxe
1353 Battle_Axe__ 2hAxe
1354 Hammer 2hAxe
1355 Hammer_ 2hAxe
1356 Hammer__ 2hAxe
1357 Buster 2hAxe
1358 Buster_ 2hAxe
1359 Buster__ 2hAxe
1360 Two_Handed_Axe 2hAxe
1361 Two_Handed_Axe_ 2hAxe
1362 Two_Handed_Axe__ 2hAxe
1363 Brood_Axe 2hAxe
1364 Great_Axe 2hAxe
1365 Sabbath 2hAxe
1366 Right_Epsilon 2hAxe
1367 Slaughter 2hAxe
1368 Tomahawk 2hAxe
1369 Guillotine 2hAxe
1370 Doom_Slayer 2hAxe
1371 Doom_Slayer_ 2hAxe
1372 Right_Epsilon_C 2hAxe
1373 Brood_Axe_C 2hAxe
1374 Tomahawk_C 2hAxe
1375 Berdysz 2hAxe
1376 Heart_Breaker 2hAxe
1377 Hurricane_Fury 2hAxe
1378 Great_Axe_C 2hAxe
1379 BF_Two_Handed_Axe1 2hAxe
1380 BF_Two_Handed_Axe2 2hAxe
1381 N_Battle_Axe 2hAxe
1382 Krieger_Twohand_Axe1 2hAxe
1383 Holy_Celestial_Axe 2hAxe
1384 Veteran_Axe 2hAxe
1385 Bradium_Stonehammer 2hAxe
1386 Doom_Slayer_I 2hAxe
1387 Giant_Axe 2hAxe
1388 Two_Handed_Axe_C 2hAxe
1389 E_Tomahawk_C 2hAxe
1390 E_Right_Epsilon_C 2hAxe
1391 P_Two_Handed_Axe1 2hAxe
1392 Ygnus_Stale 2hAxe
1393 End_Sektura 2hAxe
1394 Upg_Two_Handed_Axe 2hAxe
1395 Velum_Buster 2hAxe
1396 Velum_Guillotine 2hAxe
1397 Bradium_Stonehammer_ 2hAxe
1398 Metal_Two_Handed_Axe 2hAxe
1399 TE_Woe_Two_Handed_Axe 2hAxe
1400 Sinister_Spear 1hSpear
1401 Javelin 1hSpear
1402 Javelin_ 1hSpear
1403 Javelin__ 1hSpear
1404 Spear 1hSpear
1405 Spear_ 1hSpear
1406 Spear__ 1hSpear
1407 Pike 1hSpear
1408 Pike_ 1hSpear
1409 Pike__ 1hSpear
1410 Lance 2hSpear
1411 Lance_ 2hSpear
1412 Lance__ 2hSpear
1413 Gungnir 1hSpear
1414 Gelerdria 1hSpear
1415 Skewer 1hSpear
1416 Tjungkuletti 1hSpear
1417 Pole_Axe 1hSpear
1418 Gungnir_ 1hSpear
1419 Pole_Axe_C 1hSpear
1420 Long_Horn 1hSpear
1421 Battle_Hook 1hSpear
1422 Hunting_Spear 1hSpear
1423 Pole_XO 1hSpear
1424 Skewer_C 1hSpear
1425 BF_Spear1 1hSpear
1426 Krieger_Onehand_Spear1 1hSpear
1427 Spear_Of_Excellent 1hSpear
1428 Long_Horn_M 1hSpear
1429 Hunting_Spear_M 1hSpear
1430 Pike_C 1hSpear
1431 F_Pole_Axe_C 1hSpear
1432 E_Pole_Axe_C 1hSpear
1433 Imperial_Spear 1hSpear
1434 P_Sphere1 1hSpear
1435 Cannon_Spear 1hSpear
1436 Velum_Spear 1hSpear
1437 TE_Woe_Pike 1hSpear
1438 Thanos_Spear 1hSpear
1439 Half_BF_Spear1 1hSpear
1440 Battle_Hook_ 1hSpear
1441 Ru_Blue_Spear 1hSpear
1442 Ru_Gold_Spear 1hSpear
1443 Scarlet_Spear 1hSpear
1444 Spear_of_Trust 1hSpear
1445 Spear_of_Trust2 1hSpear
1446 Thanos_Spear_J 1hSpear
1447 Poison_Forged_Spear 1hSpear
1448 UnrivaledSpear 1hSpear
1449 Gelerdria_ 1hSpear
1450 Sinister_Lance 2hSpear
1451 Guisarme 2hSpear
1452 Guisarme_ 2hSpear
1453 Guisarme__ 2hSpear
1454 Glaive 2hSpear
1455 Glaive_ 2hSpear
1456 Glaive__ 2hSpear
1457 Partizan 2hSpear
1458 Partizan_ 2hSpear
1459 Partizan__ 2hSpear
1460 Trident 2hSpear
1461 Trident_ 2hSpear
1462 Trident__ 2hSpear
1463 Halberd 2hSpear
1464 Halberd_ 2hSpear
1465 Halberd__ 2hSpear
1466 Crescent_Scythe 2hSpear
1467 Bill_Guisarme 2hSpear
1468 Zephyrus 2hSpear
1469 Longinus's_Spear 2hSpear
1470 Brionac 2hSpear
1471 Hell_Fire 2hSpear
1472 Staff_Of_Soul 2hStaff
1473 Wizardy_Staff 2hStaff
1474 Gae_Bolg 2hSpear
1475 Horseback_Lance 2hSpear
1476 Crescent_Scythe_ 2hSpear
1477 Spectral_Spear 2hSpear
1478 Ahlspiess 2hSpear
1479 Spectral_Spear_ 2hSpear
1480 Gae_Bolg_ 2hSpear
1481 Zephyrus_ 2hSpear
1482 BF_Lance1 2hSpear
1483 Ivory_Lance 2hSpear
1484 Cardo 2hSpear
1485 Battle_Fork 2hSpear
1486 Krieger_Twohand_Spear1 2hSpear
1487 Lance_C 2hSpear
1488 Ahlspiess_C 2hSpear
1489 Spearfish_ 2hSpear
1490 Giant_Lance 2hSpear
1491 Upg_Lance 2hSpear
1492 Velum_Glaive 2hSpear
1493 Metal_Lance 2hSpear
1494 Undine_Spear 2hSpear
1495 TE_Woe_Lance 2hSpear
1496 Thanos_Long_Spear 2hSpear
1497 Hell_Fire_S 2hSpear
1498 Scarlet_Lance 2hSpear
1499 Thanos_Long_Spear_J 2hSpear
1501 Club Mace
1502 Club_ Mace
1503 Club__ Mace
1504 Mace Mace
1505 Mace_ Mace
1506 Mace__ Mace
1507 Smasher Mace
1508 Smasher_ Mace
1509 Smasher__ Mace
1510 Flail Mace
1511 Flail_ Mace
1512 Flail__ Mace
1513 Morning_Star Mace
1514 Morning_Star_ Mace
1515 Morning_Star__ Mace
1516 Sword_Mace Mace
1517 Sword_Mace_ Mace
1518 Sword_Mace__ Mace
1519 Chain Mace
1520 Chain_ Mace
1521 Chain__ Mace
1522 Stunner Mace
1523 Spike Mace
1524 Golden_Mace Mace
1525 Long_Mace Mace
1526 Slash Mace
1527 Quadrille Mace
1528 Grand_Cross Mace
1529 Iron_Driver Mace
1530 Mjolnir Mace
1531 Spanner Mace
1532 Stunner_ Mace
1533 Warrior_Balmung Mace
1534 Spanner_C Mace
1535 Hollgrehenn_Hammer Mace
1536 Good_Morning_Star Mace
1537 Quadrille_C Mace
1538 Spike_ Mace
1539 Golden_Mace_ Mace
1540 Grand_Cross_ Mace
1541 Nemesis Mace
1542 BF_Morning_Star1 Mace
1543 BF_Morning_Star2 Mace
1544 Lunakaligo Mace
1545 N_Mace Mace
1546 Krieger_Onehand_Mace1 Mace
1547 Mace_Of_Madness Mace
1548 Veteran_Hammer Mace
1549 Pilebuncker Mace
1550 Book Book
1551 Bible Book
1552 Tablet Book
1553 Book_Of_Billows Book
1554 Book_Of_Mother_Earth Book
1555 Book_Of_Blazing_Sun Book
1556 Book_Of_Gust_Of_Wind Book
1557 Book_Of_The_Apocalypse Book
1558 Girl's_Diary Book
1559 Legacy_Of_Dragon Book
1560 Diary_Of_Great_Sage Book
1561 Hardback Book
1562 Bible_Of_Battlefield Book
1563 Diary_Of_Great_Sage_C Book
1564 Encyclopedia Book
1565 Death_Note Book
1566 Diary_Of_Great_Basil Book
1567 Hardback_C Book
1568 Book_Of_Billows_ Book
1569 Book_Of_Mother_Earth_ Book
1570 Book_Of_Blazing_Sun_ Book
1571 Book_Of_Gust_Of_Wind_ Book
1572 Principles_Of_Magic Book
1573 Ancient_Magic Book
1574 BF_Book1 Book
1575 BF_Book2 Book
1576 Krieger_Book1 Book
1577 Krieger_Book2 Book
1578 Book_Of_Prayer Book
1579 Death_Note_M Book
1580 Encyclopedia_C Book
1581 F_Diary_Of_Great_Sage_C Book
1582 E_Diary_Of_Great_Sage_C Book
1583 P_Dic1 Book
1584 Chilly_Spell_Book Book
1585 Upg_Book Book
1586 Velum_Bible Book
1587 Velum_Encyclopedia Book
1588 Metal_Book Book
1589 Legacy_Of_Dragon_ Book
1590 Snake_Encyclopedia Book
1591 TE_Woe_Book Book
1592 Thor_Pedigree_Book Book
1593 Book_Of_Destiny Book
1594 Fire_Pedigree_Book Book
1595 Ice_Pedigree_Book Book
1596 Earth_Pedigree_Book Book
1597 Half_BF_Book2 Book
1598 Snake_Encyclopedia_ Book
1599 Angra_Manyu Mace
1600 Sinister_Rod Staff
1601 Rod Staff
1602 Rod_ Staff
1603 Rod__ Staff
1604 Wand Staff
1605 Wand_ Staff
1606 Wand__ Staff
1607 Staff Staff
1608 Staff_ Staff
1609 Staff__ Staff
1610 Arc_Wand Staff
1611 Arc_Wand_ Staff
1612 Arc_Wand__ Staff
1613 Mighty_Staff Staff
1614 Blessed_Wand Staff
1615 Bone_Wand Staff
1616 Staff_Of_Wing Staff
1617 Survival_Rod Staff
1618 Survival_Rod_ Staff
1619 Survival_Rod2 Staff
1620 Survival_Rod2_ Staff
1621 Hypnotist's_Staff Staff
1622 Hypnotist's_Staff_ Staff
1623 Mighty_Staff_C Staff
1624 Lich_Bone_Wand Staff
1625 Healing_Staff Staff
1626 Piercing_Staff Staff
1627 Staffy Staff
1628 Survival_Rod_C Staff
1629 Walking_Stick Staff
1630 Release_Of_Wish Staff
1631 Holy_Stick Staff
1632 BF_Staff1 Staff
1633 BF_Staff2 Staff
1634 BF_Staff3 Staff
1635 BF_Staff4 Staff
1636 Thorn_Staff Staff
1637 Eraser Staff
1638 Healing_Staff_C Staff
1639 N_Rod Staff
1640 Krieger_Onehand_Staff1 Staff
1641 Krieger_Onehand_Staff2 Staff
1642 Staff_Of_Darkness Staff
1643 Dead_Tree_Cane Staff
1644 Piercing_Staff_M Staff
1645 Lich_Bone_Wand_M Staff
1646 La'cryma_Stick Staff
1647 Croce_Staff Staff
1648 Staff_Of_Bordeaux Staff
1649 Rafini_Staff Staff
1650 P_Staff1 Staff
1651 P_Staff2 Staff
1652 Tourist_Staff Staff
1653 Staff_Of_Healing_C Staff
1654 Mental_Stick Staff
1655 Adventure_Staff Staff
1656 Academy_Wand Staff
1657 Wand_Of_Affection Staff
1658 P_Staff3 Staff
1659 Recovery_Light Staff
1660 Wand_Of_Affection2 Staff
1661 Mental_Destroyer Staff
1662 Bone_Wand_ Staff
1663 Staff_Of_Bordeaux_ Staff
1664 Thorn_Staff_ Mace
1665 Piercing_Staff_ Staff
1666 Healing_Staff_ Staff
1667 TE_Woe_Staff Staff
1668 Sword_Stick Staff
1669 Thanos_Staff Staff
1670 RWC_Memory_Staff Staff
1671 Staff_Of_Evil_Slayer Staff
1672 Safety_Rod Staff
1673 Half_BF_Staff4 Staff
1674 Half_BF_Staff2 Staff
1675 Walking_Stick_ Staff
1676 Baculum_Daemonicum Staff
1677 Ru_Blue_Wand Staff
1678 Ru_Gold_Wand Staff
1679 Rafini_Staff_S Staff
1680 Scarlet_Rod Staff
1681 Newbie_Foxtail Staff
1682 Shadow_Staff Staff
1683 Abundantly_Foxtail Staff
1684 Long_Foxtail Staff
1685 DragonFry_Foxtail Staff
1686 BigSize_Foxtail Staff
1687 Beginner_FoxTail Staff
1688 Staff_of_Trust Staff
1689 Staff_of_Trust2 Staff
1690 Amazing_Foxtail Staff
1691 Strange_Foxtail Staff
1692 Magical_Foxtail Staff
1693 Magical_Y_Foxtail Staff
1694 Model_Foxtail Staff
1695 Detail_Model_Foxtail Staff
1696 Ex_Model_Foxtail Staff
1697 Ex_Y_Model_Foxtail Staff
1698 Thanos_Staff_J Staff
1699 P_Foxtail1 Staff
1701 Bow Bow
1702 Bow_ Bow
1703 Bow__ Bow
1704 Composite_Bow Bow
1705 Composite_Bow_ Bow
1706 Composite_Bow__ Bow
1707 Great_Bow Bow
1708 Great_Bow_ Bow
1709 Great_Bow__ Bow
1710 CrossBow Bow
1711 CrossBow_ Bow
1712 CrossBow__ Bow
1713 Arbalest Bow
1714 Kakkung Bow
1715 Arbalest_ Bow
1716 Kakkung_ Bow
1718 Hunter_Bow Bow
1719 Bow_Of_Roguemaster Bow
1720 Bow_Of_Rudra Bow
1721 Repeting_CrossBow Bow
1722 Balistar Bow
1723 Luna_Bow Bow
1724 Dragon_Wing Bow
1725 Bow_Of_Minstrel Bow
1726 Hunter_Bow_ Bow
1727 Balistar_ Bow
1728 Balistar_C Bow
1729 Bow_Of_Rudra_C Bow
1730 Burning_Bow Bow
1731 Frozen_Bow Bow
1732 Earth_Bow Bow
1733 Gust_Bow Bow
1734 Orc_Archer_Bow Bow
1735 Kkakkung Bow
1736 Double_Bound Bow
1737 Ixion_Wing Bow
1738 BF_Bow1 Bow
1739 BF_Bow2 Bow
1740 Nepenthes_Bow Bow
1741 Cursed_Lyre Bow
1742 N_Composite_Bow Bow
1743 Krieger_Bow1 Bow
1744 Bow_Of_Evil Bow
1745 Falken_Blitz Bow
1746 Elven_Bow Bow
1747 P_Bow1 Bow
1748 P_Bow2 Bow
1749 Tourist_Bow Bow
1800 Sinister_Fist Knuckle
1801 Waghnakh Knuckle
1802 Waghnakh_ Knuckle
1803 Knuckle_Duster Knuckle
1804 Knuckle_Duster_ Knuckle
1805 Hora Knuckle
1806 Hora_ Knuckle
1807 Fist Knuckle
1808 Fist_ Knuckle
1809 Claw Knuckle
1810 Claw_ Knuckle
1811 Finger Knuckle
1812 Finger_ Knuckle
1813 Kaiser_Knuckle Knuckle
1814 Berserk Knuckle
1815 Claw_Of_Garm Knuckle
1816 Berserk_ Knuckle
1817 Kaiser_Knuckle_C Knuckle
1818 Magma_Fist Knuckle
1819 Icicle_Fist Knuckle
1820 Electric_Fist Knuckle
1821 Seismic_Fist Knuckle
1822 Combo_Battle_Glove Knuckle
1823 BF_Knuckle1 Knuckle
1824 BF_Knuckle2 Knuckle
1825 Horn_Of_Hilthrion Knuckle
1826 Krieger_Knuckle1 Knuckle
1827 Krieger_Knuckle2 Knuckle
1828 Monk_Knuckle Knuckle
1829 Fist_C Knuckle
1830 Sura_Rampage Knuckle
1831 P_Knuckle1 Knuckle
1832 Velum_Claw Knuckle
1833 Claw_Of_Flash Knuckle
1834 TE_Woe_Fist Knuckle
1835 Spartacus Knuckle
1836 Thanos_Knuckle Knuckle
1837 Iron_nail Knuckle
1838 Half_BF_Knuckle1 Knuckle
1839 Scarlet_Knuckle Knuckle
1840 Thanos_Knuckle_J Knuckle
1841 Claw_Of_Flash_ Knuckle
1842 Diva_Claw Knuckle
1843 Mirage_Claw Knuckle
1844 Sinister_Fist_J Knuckle
1845 Probation_Knuckle Knuckle
1846 Combo_Battle_Glove_IL Knuckle
1847 Iron_Nail_K Knuckle
1848 Rebeginer_SR_Nuckle Knuckle
1857 Local01_Claw Knuckle
1858 Local02_Claw Knuckle
1859 Woe_Pist1_Z Knuckle
1861 Variant_Claw Knuckle
1862 Burning_Knuckle_OS Knuckle
1864 Evt_Iron_Nail_K Knuckle
1865 Combo_Fist Knuckle
1866 Asura_Bandage Knuckle
1867 Ein_1HKNUCK Knuckle
1868 Combo_Fist_J Mace
1869 Asura_Bandage_J Mace
1870 R_Knuckle Knuckle
1871 Bauxite_Knuckle_EXE Knuckle
1872 Knuckle_Of_Infinite Knuckle
1873 Comp_Iron_Nail_K Knuckle
1900 Sinister_Viollin Musical
1901 Violin Musical
1902 Violin_ Musical
1903 Mandolin Musical
1904 Mandolin_ Musical
1905 Lute Musical
1906 Lute_ Musical
1907 Guitar Musical
1908 Guitar_ Musical
1909 Harp Musical
1910 Harp_ Musical
1911 Guh_Moon_Goh Musical
1912 Guh_Moon_Goh_ Musical
1913 Electronic_Guitar Musical
1914 Guitar_Of_Passion Musical
1915 Guitar_Of_Blue_Solo Musical
1916 Guitar_Of_Vast_Land Musical
1917 Guitar_Of_Gentle_Breeze Musical
1918 Oriental_Lute Musical
1919 Base_Guitar Musical
1920 Berserk_Guitar Musical
1921 Guh_Moon_Gom Musical
1922 Oriental_Lute_ Musical
1923 BF_Instrument1 Musical
1924 BF_Instrument2 Musical
1925 Cello Musical
1926 Harp_Of_Nepenthes Musical
1927 Krieger_Instrument1 Musical
1928 Berserk_Guitar_I Musical
1929 Guitar_C Musical
1930 Green_Whistle Musical
1931 P_String_Inst1 Musical
1932 TE_Woe_Guitar Musical
1933 Thanos_Violin Musical
1934 Contabass Musical
1935 Ukulele_Of_Newoz Musical
1936 Ru_Blue_Violin Musical
1937 Ru_Gold_Violin Musical
1938 Viollin_Of_Infinite Musical
1939 Scarlet_Viollin Musical
1940 Trumpet_Shell Musical
1941 Union_Viollin Musical
1942 Thanos_Violin_J Musical
1943 Erhu Musical
1944 Hippie_Guitar Musical
1945 Diva_Viollin Musical
1946 Mirage_Viollin Musical
1947 Sinister_Viollin_J Musical
1948 Hippie_Guitar_J Musical
1949 2nd_Job_Weapon12 Musical
1950 Rope Whip
1951 Rope_ Whip
1952 Line Whip
1953 Line_ Whip
1954 Wire Whip
1955 Wire_ Whip
1956 Rante Whip
1957 Rante_ Whip
1958 Tail Whip
1959 Tail_ Whip
1960 Whip Whip
1961 Whip_ Whip
1962 Lariat Whip
1963 Rapture_Rose Whip
1964 Chemeti Whip
1965 Whip_Of_Red_Flame Whip
1966 Whip_Of_Ice_Piece Whip
1967 Whip_Of_Earth Whip
1968 Jump_Rope Whip
1969 Bladed_Whip Whip
1970 Queen's_Whip Whip
1971 Electric_Wire Whip
1972 Electric_Eel Whip
1973 Sea_Witch_Foot Whip
1974 Carrot_Whip Whip
1975 Queen_Is_Whip Whip
1976 Queen's_Whip_ Whip
1977 BF_Whip1 Whip
1978 BF_Whip2 Whip
1979 Stem_Of_Nepenthes Whip
1980 Whip_Of_Balance Whip
1981 Krieger_Whip1 Whip
1982 Phenomena_Whip Whip
1983 Rante_C Whip
1984 Stem_Whip Whip
1985 Rosebine Whip
1986 P_Tail1 Whip
1987 TE_Woe_Rope Whip
1988 Thanos_Whip Whip
1989 Gymnastics_Ribbon Whip
1990 Floral_Mic_Of_Igu Whip
1991 Ru_Blue_Whip Whip
1992 Ru_Gold_Whip Whip
1993 Concertina_Wire Whip
1994 Whip_Of_Infinite Whip
1995 Scarlet_Wire Whip
1996 Sinister_Wire Whip
1997 Union_Wire Whip
1998 Thanos_Whip_J Whip
1999 Moonlight_Bell Whip
2000 Destruction_Rod 2hStaff
2001 Divine_Cross 2hStaff
2002 Krieger_Twohand_Staff1 2hStaff
2003 Destruction_Rod_M 2hStaff
2004 Kronos 2hStaff
2005 Dea_Staff 2hStaff
2006 G_Staff_Of_Light 2hStaff
2007 Golden_Rod_Staff 2hStaff
2008 Aqua_Staff 2hStaff
2009 Crimson_Staff 2hStaff
2010 Forest_Staff 2hStaff
2011 Golden_Rod_Staff2 2hStaff
2012 Aqua_Staff2 2hStaff
2013 Crimson_Staff2 2hStaff
2014 Forest_Staff2 2hStaff
2015 Upg_Staff 2hStaff
2016 Velum_Arc_Wand 2hStaff
2017 Divine_Cross_ 2hStaff
2018 Metal_Staff 2hStaff
2019 TE_Woe_Two_Hand_Staff 2hStaff
2020 Jormungand 2hStaff
2021 Ganbantein Staff
2022 Staff_Of_Geffen 2hStaff
2023 Thanos_Rod 2hStaff
2024 D_Staff_Of_Infinite 2hStaff
2025 Scarlet_Staff 2hStaff
2026 Sinister_Staff 2hStaff
2027 Staff_170 2hStaff
2028 Aion_Staff 2hStaff
2029 TStaff_Of_E_Slayer_J 2hStaff
2030 Union_Twohand_Staff 2hStaff
2031 Tw_Staff_Of_Malang_J 2hStaff
2032 Thanos_Rod_J Staff
2033 Toughen_Metal_Staff 2hStaff
2034 Avenger_Wizardy_Staff 2hStaff
2035 Diva_Staff 2hStaff
2036 Mirage_Staff 2hStaff
2037 Sinister_Staff_J 2hStaff
2038 Staff_170_J 2hStaff
2039 Wizardy_Staff_IL 2hStaff
2040 Probation_Staff 2hStaff
2041 Jirant_Staff 2hStaff
2042 Neev_Wizardy_Staff 2hStaff
2043 Neev_Arc_Wand 2hStaff
2044 Neev_Holy_Stick 2hStaff
2045 Neev_Divine_Cross 2hStaff
2046 Rebeginer_WL_Staff 2hStaff
2047 Jirant_Staff_BR 2hStaff
2048 Iron_Staff 2hStaff
